"Datum";"Jahr";"Monat";"Tag";"T";"Tmax";"Tmin";"RR";"Sun"
"1964-07-27";1964;7;27;26.1;32.2;16.5;0;12.6
"1964-07-28";1964;7;28;22;27.7;17.7;0;7.9
"1964-07-29";1964;7;29;17.6;22.1;13.9;0;6.3
"1964-07-30";1964;7;30;14.8;22.5;9.7;0;14.8
"1964-07-31";1964;7;31;20.6;28.5;8.5;1.6;8.1
"1964-08-01";1964;8;1;14.7;19.5;13.2;3.2;1.6
"1964-08-02";1964;8;2;12.6;16.1;9.3;8.7;5
"1964-08-03";1964;8;3;13.4;16.4;9.5;2;4.6
"1964-08-04";1964;8;4;16.4;22.2;12.3;0.1;8.5
"1964-08-05";1964;8;5;15.4;21.5;11.5;0;13.2
"1964-08-06";1964;8;6;16.4;23.4;11;0;8
"1964-08-07";1964;8;7;20;27.2;8.5;0;13.2
"1964-08-08";1964;8;8;18.2;26.5;11.2;3.8;6.4
"1964-08-09";1964;8;9;17.6;21;14.4;2.1;2.4
"1964-08-10";1964;8;10;14.7;17;13.5;12.5;0
"1964-08-11";1964;8;11;16.3;17.5;14.3;6.7;0
"1964-08-12";1964;8;12;17.2;18.7;15.9;28.4;0
"1964-08-13";1964;8;13;14.3;16.8;13.5;9.1;0
"1964-08-14";1964;8;14;15.2;18.5;10.8;0.1;0.9
"1964-08-15";1964;8;15;15.9;20.5;7.4;0;10.6
"1964-08-16";1964;8;16;14.2;21;11.9;0;5
"1964-08-17";1964;8;17;15.4;21.5;6.4;0;10.2
"1964-08-18";1964;8;18;18.8;26.4;13.3;4.5;2.9
"1964-08-19";1964;8;19;16.6;22.6;12.9;3.3;5.5
"1964-08-20";1964;8;20;13.2;18;12.2;1.4;0.3
"1964-08-21";1964;8;21;11;16.8;6.5;0;8.6
"1964-08-22";1964;8;22;11.9;18.4;2.2;0;11.8
"1964-08-23";1964;8;23;11.4;20.5;3.1;0;13.3
"1964-08-24";1964;8;24;15.2;21.1;4.5;5.4;5.7
"1964-08-25";1964;8;25;16.9;20.5;14.2;0;0.1
"1964-08-26";1964;8;26;19.3;26.6;10.9;0;10.3
"1964-08-27";1964;8;27;22.6;32;15.1;0;12.9
"1964-08-28";1964;8;28;22.6;33;15.4;0;12.1
"1964-08-29";1964;8;29;18.1;25.2;15.4;5.1;7.1
"1964-08-30";1964;8;30;13;17.1;9.3;0.5;5.9
"1964-08-31";1964;8;31;11.4;15.4;7.9;0;5.2
"1965-06-01";1965;6;1;9.5;13.6;8.7;6.8;0
"1965-06-02";1965;6;2;13.2;19.3;7.4;0;10
"1965-06-03";1965;6;3;10.1;13.9;5.2;0;1.1
"1965-06-04";1965;6;4;14.8;21.5;4;0;13.7
"1965-06-05";1965;6;5;16.1;21.7;9.4;0;6.4
"1965-06-06";1965;6;6;16.8;23.3;11;0;15.2
"1965-06-07";1965;6;7;17.1;22.8;7.5;0;11.9
"1965-06-08";1965;6;8;19.4;24.9;9.5;4.3;15.1
"1965-06-09";1965;6;9;18.2;24.1;12.9;0;9.8
"1965-06-10";1965;6;10;17.2;22;13.3;5;7.7
"1965-06-11";1965;6;11;16.7;22.7;11.2;1.4;10.6
"1965-06-12";1965;6;12;12.9;16.2;11.6;0;0.3
"1965-06-13";1965;6;13;13.5;16.1;10.4;0;0.8
"1965-06-14";1965;6;14;16.1;21.6;11.3;0;7
"1965-06-15";1965;6;15;18.9;24;8;0;11
"1965-06-16";1965;6;16;22;27.3;14.1;0.7;6.1
"1965-06-17";1965;6;17;15.5;21.8;12.3;0.5;2.5
"1965-06-18";1965;6;18;15.2;18.4;10.7;3.7;5.2
"1965-06-19";1965;6;19;16.6;19.8;15.5;0;9.1
"1965-06-20";1965;6;20;16.5;20.1;11;0;6.5
"1965-06-21";1965;6;21;18.4;24.4;11.3;0;6.1
"1965-06-22";1965;6;22;20.9;28.2;14.5;10.5;5.6
"1965-06-23";1965;6;23;16.2;20.6;14.4;0;5.5
"1965-06-24";1965;6;24;18.6;24.5;11.3;0;11.2
"1965-06-25";1965;6;25;21.1;28.4;12.8;0;14.1
"1965-06-26";1965;6;26;20.7;28.6;14.5;1.4;10.1
"1965-06-27";1965;6;27;17.6;22.2;10.7;0;6.2
"1965-06-28";1965;6;28;15.3;20.6;9.4;0;13.2
"1965-06-29";1965;6;29;15.8;21.4;12.5;0;11.3
"1965-06-30";1965;6;30;18.4;25.4;8.6;1.5;15.6
"1965-07-01";1965;7;1;13.4;18.5;11.4;0;11.3
"1965-07-02";1965;7;2;13.1;16.4;8.4;0;4.9
"1965-07-03";1965;7;3;11.2;15.9;9.1;2.3;8.8
"1965-07-04";1965;7;4;11.8;17.1;7.7;0;5.3
"1965-07-05";1965;7;5;12.3;17.4;7;0.9;6.6
"1965-07-06";1965;7;6;13;16.2;7.8;2.1;5.6
"1965-07-07";1965;7;7;14.4;19.8;11.4;1.7;4.1
"1965-07-08";1965;7;8;13.2;19.9;8;1;0.2
"1965-07-09";1965;7;9;11.9;16.4;8.5;5.1;4.6
"1965-07-10";1965;7;10;12.4;17.4;8.6;1.9;5.8
"1965-07-11";1965;7;11;14.9;19.6;6.8;2.7;3.8
"1965-07-12";1965;7;12;16.5;20.6;14.4;2.5;3.3
"1965-07-13";1965;7;13;19.5;26.3;10.4;0;6.6
"1965-07-14";1965;7;14;20;30.6;14;14.1;8.3
"1965-07-15";1965;7;15;20.1;25;14.4;0;1.5
"1965-07-16";1965;7;16;17.9;22.5;15.1;0;3.4
"1965-07-17";1965;7;17;14.7;17.1;14;4.6;0
"1965-07-18";1965;7;18;17.2;23.4;12.5;0;11.9
"1965-07-19";1965;7;19;19.3;25.5;11.4;0;13.4
"1965-07-20";1965;7;20;20.6;25.3;13.5;0;13
"1965-07-21";1965;7;21;19.6;25.4;15.5;3.5;7.7
"1965-07-22";1965;7;22;18;23.7;13.4;0.1;10.6
"1965-07-23";1965;7;23;16.1;20.8;12;11.1;4.8
"1965-07-24";1965;7;24;16.2;20.6;13.2;4.1;10.6
"1965-07-25";1965;7;25;15.6;23.6;10;7.3;10.1
"1965-07-26";1965;7;26;13.6;17.3;10.8;1.1;3.5
"1965-07-27";1965;7;27;13.7;18.3;11.2;0.3;3.8
"1965-07-28";1965;7;28;13;14.9;10.6;3.9;1.4
"1965-07-29";1965;7;29;15.1;18.8;12.6;5.3;1
"1965-07-30";1965;7;30;14.6;17.2;12.5;5.6;2.4
"1965-07-31";1965;7;31;13;16.7;8;0.3;4.3
"1965-08-01";1965;8;1;13.3;20;7.5;0;13.8
"1965-08-02";1965;8;2;13.1;20;7.4;0;12
"1965-08-03";1965;8;3;15.5;20.1;7.4;0;4.5
"1965-08-04";1965;8;4;14.3;19.8;12;0;7.5
"1965-08-05";1965;8;5;18.2;25.2;9.8;0;11.9
"1965-08-06";1965;8;6;21.4;27.5;14.4;4.6;8.3
"1965-08-07";1965;8;7;17.9;20.8;16.6;0.5;0
"1965-08-08";1965;8;8;14.3;18.4;12.8;16.4;0.8
"1965-08-09";1965;8;9;12.9;17.6;10;0;6.1
"1965-08-10";1965;8;10;12.5;18.7;6.8;0;11.2
"1965-08-11";1965;8;11;12.7;18.7;6;0;4.4
"1965-08-12";1965;8;12;13.2;19.8;6;0;4.9
"1965-08-13";1965;8;13;13.4;21;5;0;13.5
"1965-08-14";1965;8;14;13.7;21.2;7.5;0;9.7
"1965-08-15";1965;8;15;14.7;20.2;10.7;0.3;3.6
"1965-08-16";1965;8;16;13.9;21.8;8.2;0;7.2
"1965-08-17";1965;8;17;14.8;24;6.9;0;10.8
"1965-08-18";1965;8;18;16.5;26.6;8.4;0;12.7
"1965-08-19";1965;8;19;18.6;26.7;10.8;0;10.5
"1965-08-20";1965;8;20;20.2;28.2;14.4;1.5;9.4
"1965-08-21";1965;8;21;18.7;24.5;15;0;6.6
"1965-08-22";1965;8;22;22.3;28.2;15.6;0;7.3
"1965-08-23";1965;8;23;17.3;22;15.7;2.5;1.7
"1965-08-24";1965;8;24;17.6;23.7;13.2;0;5.4
"1965-08-25";1965;8;25;15.2;19.7;11.8;0;0
"1965-08-26";1965;8;26;14;19.8;8.5;0;10.3
"1965-08-27";1965;8;27;13.2;19.5;7.5;0.2;8.9
"1965-08-28";1965;8;28;11.8;19.3;8.5;0;10.5
"1965-08-29";1965;8;29;11.8;17;6;1.4;1.7
"1965-08-30";1965;8;30;12.5;18.9;7;0;10.3
"1965-08-31";1965;8;31;13.4;19.3;6;0;6.1
"1966-06-01";1966;6;1;14.3;20.5;3.9;1.2;10.6
"1966-06-02";1966;6;2;10.7;13.5;10;0.1;1.3
"1966-06-03";1966;6;3;13.2;15.2;6.9;0;3.7
"1966-06-04";1966;6;4;17.5;24.3;8.9;0;13.2
"1966-06-05";1966;6;5;22;30;11.4;0;15.7
"1966-06-06";1966;6;6;19.5;25.5;13.4;0;10.8
"1966-06-07";1966;6;7;16.8;21.6;13.5;3.6;2.2
"1966-06-08";1966;6;8;19.7;25;14;0;5.6
"1966-06-09";1966;6;9;19;24.9;14;9.1;7.6
"1966-06-10";1966;6;10;17.8;22.5;15.8;0;5.2
"1966-06-11";1966;6;11;19.2;26;12.9;88.5;7.3
"1966-06-12";1966;6;12;21.7;26.5;15.9;0.4;10.9
"1966-06-13";1966;6;13;21.3;26.2;16.9;0;5.5
"1966-06-14";1966;6;14;22.7;28.3;15.9;0;13.3
"1966-06-15";1966;6;15;22.2;27.5;13.6;0;16.2
"1966-06-16";1966;6;16;22.5;29.3;12.4;0;16.3
"1966-06-17";1966;6;17;24.5;31.7;13.5;3.2;15.7
"1966-06-18";1966;6;18;21.1;25.4;18.3;0.6;0.2
"1966-06-19";1966;6;19;14.6;21.2;13.2;23.4;0
"1966-06-20";1966;6;20;14.3;17.5;12.1;3.8;1.1
"1966-06-21";1966;6;21;17;21.9;12;1.7;4.6
"1966-06-22";1966;6;22;18.1;23.3;12.3;0;13.3
"1966-06-23";1966;6;23;22;27.5;12.4;0;13.6
"1966-06-24";1966;6;24;17.5;21.6;15.5;12.4;3.5
"1966-06-25";1966;6;25;14.9;20.7;13.5;0.9;6.2
"1966-06-26";1966;6;26;16.1;21.6;12.9;0;5.8
"1966-06-27";1966;6;27;16;20.4;12;13;6.4
"1966-06-28";1966;6;28;12.9;15.6;12.4;19.5;3.1
"1966-06-29";1966;6;29;15.1;19.3;11.4;14.4;5.2
"1966-06-30";1966;6;30;18.8;23.7;14.6;0;12.7
"1966-07-01";1966;7;1;16.5;22.7;12.4;0;14.7
"1966-07-02";1966;7;2;18.8;25.1;10.5;0;12.3
"1966-07-03";1966;7;3;20.5;27.1;13.1;0;14.2
"1966-07-04";1966;7;4;18.7;22.8;14.3;4.6;3.8
"1966-07-05";1966;7;5;17.7;23.8;15.3;9.2;3.7
"1966-07-06";1966;7;6;17.5;21.5;12.8;0;7.1
"1966-07-07";1966;7;7;14.9;18;13.8;1;2.2
"1966-07-08";1966;7;8;14.9;18.3;11.8;2.2;3.1
"1966-07-09";1966;7;9;16.8;21.2;9.6;0;13.7
"1966-07-10";1966;7;10;18.3;23.7;15.1;0;9.1
"1966-07-11";1966;7;11;18;26.6;14.3;13;4.9
"1966-07-12";1966;7;12;15.8;19.4;12.8;0;7.8
"1966-07-13";1966;7;13;18.8;23.2;15.4;0;6.2
"1966-07-14";1966;7;14;16.5;21.2;13.8;0;7.7
"1966-07-15";1966;7;15;14.4;18.3;12.2;0.2;6.2
"1966-07-16";1966;7;16;15.1;19.6;10.3;2.9;5.1
"1966-07-17";1966;7;17;15.3;18.8;12.9;4.3;5.6
"1966-07-18";1966;7;18;18.4;23.5;12.7;1.5;5.2
"1966-07-19";1966;7;19;25;29.7;18.2;0;10
"1966-07-20";1966;7;20;22;28.8;18.4;23;8.6
"1966-07-21";1966;7;21;21;27.8;17.9;9.8;5.5
"1966-07-22";1966;7;22;21.4;27.2;17.9;0;9.4
"1966-07-23";1966;7;23;17.3;20.6;15.4;0;4.2
"1966-07-24";1966;7;24;18.4;24.4;10.1;0;15.2
"1966-07-25";1966;7;25;18.5;25.6;12.1;11;6.9
"1966-07-26";1966;7;26;14.9;19.4;10.1;0;8.8
"1966-07-27";1966;7;27;16.7;23.1;13.3;0.5;8.3
"1966-07-28";1966;7;28;14.8;17.6;12.7;4.6;1.6
"1966-07-29";1966;7;29;15.3;20.7;8.4;0;7.5
"1966-07-30";1966;7;30;15.3;21.2;12;0.7;8.2
"1966-07-31";1966;7;31;13.9;20;10.6;0.1;10.5
"1966-08-01";1966;8;1;15.5;20.8;8.6;2.3;7.4
"1966-08-02";1966;8;2;14.3;19.5;12;0;5.2
"1966-08-03";1966;8;3;17.1;20.6;8.4;0.3;3.2
"1966-08-04";1966;8;4;16;19.1;14.4;2.6;0
"1966-08-05";1966;8;5;15.4;20.7;13.3;0;10.9
"1966-08-06";1966;8;6;13.4;17.2;9;0.3;5.9
"1966-08-07";1966;8;7;15.4;21.6;9.6;0;8.4
"1966-08-08";1966;8;8;18.6;24.9;13.2;3.7;1.8
"1966-08-09";1966;8;9;14.1;19.4;12.5;0;1.1
"1966-08-10";1966;8;10;18.9;25.5;9;0;8.7
"1966-08-11";1966;8;11;18.9;26.5;15.6;0;9.2
"1966-08-12";1966;8;12;22.1;29.2;13;0;10.2
"1966-08-13";1966;8;13;24.5;32.8;16.9;0;13.2
"1966-08-14";1966;8;14;21.3;25.9;18.5;0;12.3
"1966-08-15";1966;8;15;14.8;19.4;11.2;0;8.7
"1966-08-16";1966;8;16;13.7;19.5;9.6;0;8.9
"1966-08-17";1966;8;17;15.7;22.4;6.4;0;12.1
"1966-08-18";1966;8;18;18.3;26;8.8;0;13.4
"1966-08-19";1966;8;19;19.1;26.4;10;0;13.1
"1966-08-20";1966;8;20;20.3;27.6;11.9;0;10.9
"1966-08-21";1966;8;21;17.2;19.8;15.7;4.3;0
"1966-08-22";1966;8;22;18;21.5;15.4;6.7;2.1
"1966-08-23";1966;8;23;15;17.3;13.9;8.5;0
"1966-08-24";1966;8;24;13.1;18.5;11.6;0;5.2
"1966-08-25";1966;8;25;12.8;17.5;7.7;6.3;5
"1966-08-26";1966;8;26;15.1;17.8;12.3;5.4;1
"1966-08-27";1966;8;27;14;18.3;12.5;0;1.4
"1966-08-28";1966;8;28;14.4;20.5;6.6;0;11
"1966-08-29";1966;8;29;15.6;21.5;9.4;0;11.7
"1966-08-30";1966;8;30;16.1;20.3;11.1;0;7.1
"1966-08-31";1966;8;31;14.6;16.7;13.8;10.1;0
"1967-06-01";1967;6;1;16.8;23.7;10.2;0;8.3
"1967-06-02";1967;6;2;16.4;23.4;8.4;0;15
"1967-06-03";1967;6;3;16.7;24;8.1;0;14.8
"1967-06-04";1967;6;4;18.9;25.6;8.9;2.8;12.2
"1967-06-05";1967;6;5;15.8;22.6;11.9;0;13.9
"1967-06-06";1967;6;6;13.6;20.5;4.7;0;5.5
"1967-06-07";1967;6;7;17.5;25.6;12.3;15.9;2.7
"1967-06-08";1967;6;8;14;17.6;10.6;0;9.6
"1967-06-09";1967;6;9;11.8;16.5;7.3;0;11.4
"1967-06-10";1967;6;10;9.8;14.9;5.9;7.4;1.8
"1967-06-11";1967;6;11;10.2;14.1;5.3;0;1.8
"1967-06-12";1967;6;12;11.1;13.6;9.4;0;8.3
"1967-06-13";1967;6;13;10.9;15.2;6;0.4;4.7
"1967-06-14";1967;6;14;10;14.9;5.2;1.1;2.6
"1967-06-15";1967;6;15;9.9;13.6;6.9;8.4;0
"1967-06-16";1967;6;16;14.2;22.2;7.7;0;11.2
"1967-06-17";1967;6;17;16.9;25;6.7;13.7;11.4
"1967-06-18";1967;6;18;17.5;24.1;13.5;2.1;7.9
"1967-06-19";1967;6;19;16.7;23.2;8.5;0;16.1
"1967-06-20";1967;6;20;15.9;24.4;8.1;8.9;8.8
"1967-06-21";1967;6;21;15.1;18.8;12.8;7.6;5.9
"1967-06-22";1967;6;22;16.5;23.3;9.7;0;13.7
"1967-06-23";1967;6;23;21.3;27.5;14.9;5.2;11.8
"1967-06-24";1967;6;24;14.6;22.9;11.9;2.8;1.8
"1967-06-25";1967;6;25;19.5;26.6;14.1;24;7.6
"1967-06-26";1967;6;26;20.3;25.8;17;0;9.1
"1967-06-27";1967;6;27;17.7;24;13.8;27.1;3.2
"1967-06-28";1967;6;28;15.5;19.2;13.3;0.1;7.1
"1967-06-29";1967;6;29;18.7;25;11.4;0;14.1
"1967-06-30";1967;6;30;18.6;22.7;16.8;0;9.9
"1967-07-01";1967;7;1;16.4;23.2;8.1;0;15.6
"1967-07-02";1967;7;2;20.3;29;9.2;0;11.9
"1967-07-03";1967;7;3;20.9;29.5;16.2;9.1;8
"1967-07-04";1967;7;4;17.5;21.2;13.9;0;11.1
"1967-07-05";1967;7;5;15.6;19.2;11.8;0;8.4
"1967-07-06";1967;7;6;16.1;22.6;7;0;13.4
"1967-07-07";1967;7;7;17.7;24.3;8.3;0;10.6
"1967-07-08";1967;7;8;16.6;21.6;14.7;7.7;0
"1967-07-09";1967;7;9;16.1;19.1;14.1;1.9;0.2
"1967-07-10";1967;7;10;16.9;22.3;13.7;0;8.4
"1967-07-11";1967;7;11;18.8;25.1;10.7;0;14.3
"1967-07-12";1967;7;12;19.9;26.8;13.5;0;12.4
"1967-07-13";1967;7;13;19.9;27.4;12.7;0;13.7
"1967-07-14";1967;7;14;21.4;30.2;13;0;8.9
"1967-07-15";1967;7;15;20.1;23.8;17.4;11;2.7
"1967-07-16";1967;7;16;17.6;22.2;16.5;6.5;0.4
"1967-07-17";1967;7;17;17.8;23.3;13;0;7.1
"1967-07-18";1967;7;18;19.4;24.8;13.5;0;7.1
"1967-07-19";1967;7;19;22;29;14.4;0;14.4
"1967-07-20";1967;7;20;20.3;25.3;18;4;4.4
"1967-07-21";1967;7;21;18.6;23.5;13.8;0;8.9
"1967-07-22";1967;7;22;20.4;26.3;14.5;0;9.9
"1967-07-23";1967;7;23;18.2;23.8;11.4;2.2;7.9
"1967-07-24";1967;7;24;17.5;22.8;13.4;0;9.6
"1967-07-25";1967;7;25;18.5;25.7;10;0;11.5
"1967-07-26";1967;7;26;19.9;25.4;15;0;11.6
"1967-07-27";1967;7;27;20.8;28.2;12.7;0;11.9
"1967-07-28";1967;7;28;23.5;30.8;13.9;0;13
"1967-07-29";1967;7;29;22.4;28.4;17.3;0;9.1
"1967-07-30";1967;7;30;21.8;29;13.9;0;9.8
"1967-07-31";1967;7;31;23.3;28.9;18.3;5.2;5.8
"1967-08-01";1967;8;1;21.7;27.8;17.4;0.7;7.3
"1967-08-02";1967;8;2;21.9;31;14.9;5.8;8.4
"1967-08-03";1967;8;3;22.1;26.3;18.1;0;10.6
"1967-08-04";1967;8;4;18.9;24.1;14.1;1.1;8.4
"1967-08-05";1967;8;5;14.9;19.8;13.6;1.1;1.5
"1967-08-06";1967;8;6;15.5;20.5;11;0;11.5
"1967-08-07";1967;8;7;16.2;22;10.3;0;3.2
"1967-08-08";1967;8;8;17.6;24.2;11.8;0;11.7
"1967-08-09";1967;8;9;19.1;27.5;8.9;0;9.8
"1967-08-10";1967;8;10;20.9;26.3;16.6;6.7;5.3
"1967-08-11";1967;8;11;18;22.2;16.4;11.8;1.5
"1967-08-12";1967;8;12;18;23.3;12.7;0;8.3
"1967-08-13";1967;8;13;14.2;20.5;12.7;2;3.8
"1967-08-14";1967;8;14;15.9;21.7;11.4;0;10.6
"1967-08-15";1967;8;15;15.9;21.3;12.8;6.5;5.7
"1967-08-16";1967;8;16;19.1;24.5;14.2;3.2;5.4
"1967-08-17";1967;8;17;17.4;21.2;15.2;0;8.7
"1967-08-18";1967;8;18;16;21.8;9.8;0;9.2
"1967-08-19";1967;8;19;16.4;22;11.2;0.2;2.5
"1967-08-20";1967;8;20;14.2;18.4;11.4;0;4.4
"1967-08-21";1967;8;21;15.8;20.6;12.1;0;7.5
"1967-08-22";1967;8;22;16.8;23;12.3;0;12.1
"1967-08-23";1967;8;23;16.6;23.6;8.8;0;12.1
"1967-08-24";1967;8;24;16.9;24.7;8.6;0;11.5
"1967-08-25";1967;8;25;16.9;24;9.2;0;12.4
"1967-08-26";1967;8;26;15.2;22;8.2;0;2.1
"1967-08-27";1967;8;27;16.4;22;11;0;7.2
"1967-08-28";1967;8;28;16.6;23;11.9;0;8
"1967-08-29";1967;8;29;15.8;22.4;9.4;0;4.1
"1967-08-30";1967;8;30;16.6;21.4;11.2;0;7.6
"1967-08-31";1967;8;31;17.1;22.2;12.1;0;6.7
"1968-06-01";1968;6;1;15.2;22;6.1;0;10.4
"1968-06-02";1968;6;2;18.4;24;12.4;6;3.2
"1968-06-03";1968;6;3;17.9;23.1;14.9;0;5.7
"1968-06-04";1968;6;4;18.9;27.7;9.3;15.8;12.6
"1968-06-05";1968;6;5;18.4;23.9;13.7;0.1;6.6
"1968-06-06";1968;6;6;18.4;25.6;11;1.3;11
"1968-06-07";1968;6;7;15.1;22.1;13.9;0.1;1.7
"1968-06-08";1968;6;8;13.8;18.2;10.6;2.8;1.3
"1968-06-09";1968;6;9;12.8;16.6;11.1;0.3;3.2
"1968-06-10";1968;6;10;12.1;17.9;7.6;0.8;12.4
"1968-06-11";1968;6;11;13;18.5;7.8;0.5;7.8
"1968-06-12";1968;6;12;14.6;20;9.7;0;9
"1968-06-13";1968;6;13;16.7;24.5;5.9;0;15.3
"1968-06-14";1968;6;14;19.1;26.5;8.6;0;15.8
"1968-06-15";1968;6;15;21.1;28.2;10.2;0;12.9
"1968-06-16";1968;6;16;24.2;32;14.1;0;14.5
"1968-06-17";1968;6;17;24.2;31.9;15.3;0;10
"1968-06-18";1968;6;18;22.8;33;15.1;0.4;10
"1968-06-19";1968;6;19;21.9;28;14.8;0;10.6
"1968-06-20";1968;6;20;19.2;27.3;14.2;73.8;5.5
"1968-06-21";1968;6;21;16.2;18.9;14;0.1;2.5
"1968-06-22";1968;6;22;14.8;19.5;9.8;0;12.1
"1968-06-23";1968;6;23;18.2;25.1;9;0;15.5
"1968-06-24";1968;6;24;15.8;23.2;13.9;0.4;2.5
"1968-06-25";1968;6;25;16.1;20.8;8.9;0;5.8
"1968-06-26";1968;6;26;17.3;21.6;14.1;5.6;5
"1968-06-27";1968;6;27;17.9;23;11;1.6;2.1
"1968-06-28";1968;6;28;19.1;23;15.3;6.6;9.8
"1968-06-29";1968;6;29;16.2;22;12.9;0.2;9.9
"1968-06-30";1968;6;30;15.5;21.6;8.1;0;15.9
"1968-07-01";1968;7;1;18.3;25.5;8.1;0;15.6
"1968-07-02";1968;7;2;20.5;29.2;10.1;0;15.6
"1968-07-03";1968;7;3;21.6;29.5;10.8;0;15
"1968-07-04";1968;7;4;16.8;28.6;14.6;0;0
"1968-07-05";1968;7;5;20.9;29.5;11.7;0;12.7
"1968-07-06";1968;7;6;22.5;32.5;17.1;28.1;9.5
"1968-07-07";1968;7;7;16.7;23.2;15.4;0;6.2
"1968-07-08";1968;7;8;15.9;22;10.2;0.1;5
"1968-07-09";1968;7;9;16.9;23.1;12.3;0.4;8.5
"1968-07-10";1968;7;10;15.7;21.7;8.2;2.9;11
"1968-07-11";1968;7;11;16.9;23.8;12.8;21.3;2.7
"1968-07-12";1968;7;12;13.8;19.8;10.3;1.6;5.6
"1968-07-13";1968;7;13;14.2;19.8;7.1;0;11.9
"1968-07-14";1968;7;14;17.2;24.5;7.5;0;10.7
"1968-07-15";1968;7;15;17.5;21.8;15.2;0.8;1.3
"1968-07-16";1968;7;16;14.9;20;11.8;0.5;6.3
"1968-07-17";1968;7;17;14.9;20.1;8;0;11.9
"1968-07-18";1968;7;18;15.7;22.5;9.3;0;12.5
"1968-07-19";1968;7;19;15.5;20;11.7;1.4;4.5
"1968-07-20";1968;7;20;13.1;17.5;10.2;2.3;1.9
"1968-07-21";1968;7;21;15.4;21.6;10.9;0;9.1
"1968-07-22";1968;7;22;13.9;18.2;11.1;5.4;2.1
"1968-07-23";1968;7;23;14.9;20;8.8;0;3.8
"1968-07-24";1968;7;24;16.2;21.5;10.2;0;11
"1968-07-25";1968;7;25;13.2;19.4;9;0.2;1.7
"1968-07-26";1968;7;26;15.3;18.7;11.8;0;5.2
"1968-07-27";1968;7;27;16;22.2;10.5;0;11.3
"1968-07-28";1968;7;28;16.3;23.4;8.9;0;11.9
"1968-07-29";1968;7;29;17.5;24.3;10.8;0;10.9
"1968-07-30";1968;7;30;18.9;25.5;10.8;0;11.5
"1968-07-31";1968;7;31;18.3;26;9.7;0;12.2
"1968-08-01";1968;8;1;18.9;27.3;8.6;0;12.2
"1968-08-02";1968;8;2;19.7;26.5;11;0;5.5
"1968-08-03";1968;8;3;18.6;24.7;13.5;0;13.2
"1968-08-04";1968;8;4;17.7;25.5;8.8;0;14.6
"1968-08-05";1968;8;5;19.8;27.8;8.8;0;13.7
"1968-08-06";1968;8;6;19.5;27.2;9.1;0;13.4
"1968-08-07";1968;8;7;19.4;27.5;11.5;0.2;2.4
"1968-08-08";1968;8;8;22;28.4;16.7;0;12
"1968-08-09";1968;8;9;21.1;28.6;12.1;0;11
"1968-08-10";1968;8;10;19.8;27.5;12;0;13.4
"1968-08-11";1968;8;11;17.8;25.5;10.9;4.8;9.3
"1968-08-12";1968;8;12;16.1;21.4;12;0.4;6.5
"1968-08-13";1968;8;13;15.7;20.5;12.3;0;4.9
"1968-08-14";1968;8;14;15.6;22.9;11.8;11.7;4.2
"1968-08-15";1968;8;15;13.2;16.6;9.5;1.1;4.5
"1968-08-16";1968;8;16;13.7;19.5;7.9;9.1;2.9
"1968-08-17";1968;8;17;14.5;20;9.2;0;4
"1968-08-18";1968;8;18;15.1;20;11.9;0.4;8.8
"1968-08-19";1968;8;19;13.3;17.6;10.8;0;7.3
"1968-08-20";1968;8;20;13.5;20.2;7.1;0;13.1
"1968-08-21";1968;8;21;14.1;18.5;7.5;0.2;0
"1968-08-22";1968;8;22;15.1;19.6;11.5;0;3.9
"1968-08-23";1968;8;23;16.2;23.5;9.4;0;9.6
"1968-08-24";1968;8;24;20.2;28.5;16.3;0;8
"1968-08-25";1968;8;25;18.8;24.5;13.7;0;6.1
"1968-08-26";1968;8;26;19.4;24.5;16.1;0;8.9
"1968-08-27";1968;8;27;19.1;24.7;16.2;11.8;4
"1968-08-28";1968;8;28;18.7;24.7;14.3;7.2;6
"1968-08-29";1968;8;29;19.3;25.8;12.9;0;5.2
"1968-08-30";1968;8;30;20.3;27.2;14.6;0;6.7
"1968-08-31";1968;8;31;19.4;23.6;16.5;0;4.4
"1969-06-01";1969;6;1;12.9;18.5;9.1;0;8.4
"1969-06-02";1969;6;2;11.2;16;6.3;1;4.4
"1969-06-03";1969;6;3;9.7;14.3;4.9;2.1;4.8
"1969-06-04";1969;6;4;9.9;11.3;9;3.8;0
"1969-06-05";1969;6;5;9.4;12.3;6.8;0;1
"1969-06-06";1969;6;6;9.4;13;7;2.5;0
"1969-06-07";1969;6;7;13.3;20;7.7;0;14.1
"1969-06-08";1969;6;8;13.9;21.2;6.1;0;15.7
"1969-06-09";1969;6;9;14.1;22.1;5.6;0;15.9
"1969-06-10";1969;6;10;14.7;21.2;6.7;0;15.8
"1969-06-11";1969;6;11;16.9;25.1;6.5;0;15.8
"1969-06-12";1969;6;12;18.5;26.7;7;0;13.7
"1969-06-13";1969;6;13;20.2;27.8;9.6;0;13
"1969-06-14";1969;6;14;20;29;10.8;5.8;11.5
"1969-06-15";1969;6;15;19.3;27;15.2;11.7;4.9
"1969-06-16";1969;6;16;20.2;26.8;14.9;0;11.3
"1969-06-17";1969;6;17;18.3;26.6;12.5;17;7.1
"1969-06-18";1969;6;18;19.1;26.2;10.5;0;14.6
"1969-06-19";1969;6;19;19.5;24.3;17.8;7.2;2.6
"1969-06-20";1969;6;20;15.7;19.8;14.7;2.4;0
